Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
"Population, total",SP.POP.TOTL,Tonga,TON,95153,98082,103604,104137,104577,104951,105328,105782,106364,107122,108020,..
"Population, total",SP.POP.TOTL,Trinidad and Tobago,TTO,1221900,1267984,1321618,1328100,1334788,1341588,1348248,1354493,1360092,1364962,1369125,..
"Population, total",SP.POP.TOTL,Tunisia,TUN,8232797,9699197,10521834,10639931,10761467,10886668,11014558,11143908,11273661,11403248,11532127,..
"Population, total",SP.POP.TOTL,Turkey,TUR,53921699,63240121,71339185,72326914,73409455,74569867,75787333,77030628,78271472,79512426,80745020,..
"Population, total",SP.POP.TOTL,Turkmenistan,TKM,3683966,4516131,5007950,5087210,5174061,5267839,5366277,5466241,5565284,5662544,5758075,..
"Population, total",SP.POP.TOTL,Turks and Caicos Islands,TCA,11552,18873,30245,30994,31731,32431,33108,33739,34339,34900,35446,..
"Population, total",SP.POP.TOTL,Tuvalu,TUV,9003,9420,10441,10531,10628,10725,10819,10908,11001,11097,11192,..
"Population, total",SP.POP.TOTL,Uganda,UGA,17438907,24039274,32771895,33915133,35093648,36306796,37553726,38833338,40144870,41487965,42862958,..
"Population, total",SP.POP.TOTL,Ukraine,UKR,51892000,49175848,46053300,45870700,45706100,45593300,45489600,45271947,45154029,45004645,44831159,..
"Population, total",SP.POP.TOTL,United Arab Emirates,ARE,1860174,3154925,7666393,8270684,8672475,8900453,9006263,9070867,9154302,9269612,9400145,..
"Population, total",SP.POP.TOTL,United Kingdom,GBR,57247586,58892514,62276270,62766365,63258918,63700300,64128226,64613160,65128861,65595565,66022273,..
"Population, total",SP.POP.TOTL,United States,USA,249623000,282162411,306771529,309338421,311644280,313993272,316234505,318622525,321039839,323405935,325719178,..
"Population, total",SP.POP.TOTL,Uruguay,URY,3109989,3321245,3362755,3374415,3385624,3396777,3408005,3419546,3431552,3444006,3456750,..
"Population, total",SP.POP.TOTL,Uzbekistan,UZB,20510000,24650400,27767400,28562400,29339400,29774500,30243200,30757700,31298900,31847900,32387200,..
"Population, total",SP.POP.TOTL,Vanuatu,VUT,146634,185063,230785,236295,241871,247485,253142,258850,264603,270402,276244,..
"Population, total",SP.POP.TOTL,"Venezuela, RB",VEN,19861956,24488340,28587323,29028033,29463291,29893080,30317848,30738378,31155134,31568179,31977065,..
"Population, total",SP.POP.TOTL,Vietnam,VNM,68209605,80285562,87565407,88472512,89436644,90451881,91497725,92544915,93571567,94569072,95540800,..
"Population, total",SP.POP.TOTL,Virgin Islands (U.S.),VIR,103963,108642,108405,108358,108292,108191,108044,107884,107710,107510,107268,..
"Population, total",SP.POP.TOTL,West Bank and Gaza,PSE,1978248,2922153,3702218,3811102,3927051,4046901,4169506,4294682,4422143,4551566,4684777,..
"Population, total",SP.POP.TOTL,"Yemen, Rep.",YEM,12057039,17874725,22974929,23606779,24252206,24909969,25576322,26246327,26916207,27584213,28250420,..
"Population, total",SP.POP.TOTL,Zambia,ZMB,8027253,10531221,13456417,13850033,14264756,14699937,15153210,15620974,16100587,16591390,17094130,..
"Population, total",SP.POP.TOTL,Zimbabwe,ZWE,10183113,12222251,13810599,14086317,14386649,14710826,15054506,15411675,15777451,16150362,16529904,..
"Population, total",SP.POP.TOTL,Arab World,ARB,224735446,283832016,348145094,356508908,364895878,373306993,381702086,390043028,398304960,406452690,414491886,..
"Population, total",SP.POP.TOTL,Caribbean small states,CSS,6021614,6530691,6939534,6984096,7029022,7074129,7118888,7162679,7204948,7245472,7284294,..
"Population, total",SP.POP.TOTL,Central Europe and the Baltics,CEB,110745760,108405522,104924372,104543801,104174038,103935318,103713726,103496179,103257751,102994343,102727102,..
"Population, total",SP.POP.TOTL,Early-demographic dividend,EAR,2031828081,2474600589,2865439651,2909410986,2953406021,2997066325,3040700765,3084236443,3127578757,3170657660,3213426923,..
"Population, total",SP.POP.TOTL,East Asia & Pacific,EAS,1821481246,2047150745,2192352319,2207154641,2221934584,2237082761,2252311022,2267745366,2283108073,2298726779,2314364990,..
"Population, total",SP.POP.TOTL,East Asia & Pacific (excluding high income),EAP,1604526529,1815956211,1952308448,1966231608,1980303926,1994651365,2009173000,2023837097,2038410865,2053299126,2068308373,..
"Population, total",SP.POP.TOTL,East Asia & Pacific (IDA & IBRD countries),TEA,1584201525,1792988790,1927809542,1941604842,1955546907,1969762859,1984152637,1998686391,2013132699,2027896410,2042783496,..
"Population, total",SP.POP.TOTL,Euro area,EMU,311539698,321310787,335360887,336151474,335429120,336180504,337325526,338466271,339533474,340617355,341465149,..
"Population, total",SP.POP.TOTL,Europe & Central Asia,ECS,842848473,862304086,885591814,889016507,891098854,894679968,898881448,903123160,907426233,911686319,915545801,..
"Population, total",SP.POP.TOTL,Europe & Central Asia (excluding high income),ECA,385427446,392657969,397043992,399053204,401241932,403439691,405871230,408271623,410770813,413234935,415546194,..
"Population, total",SP.POP.TOTL,Europe & Central Asia (IDA & IBRD countries),TEC,428318228,435342598,439624673,441513779,443585809,445770413,448167115,450521747,452960829,455379371,457647735,..
"Population, total",SP.POP.TOTL,European Union,EUU,478005307,488178832,503317964,504421126,504015371,505117542,506621110,508193872,509717579,511218960,512461290,..
"Population, total",SP.POP.TOTL,Fragile and conflict affected situations,FCS,259301889,337602457,423028631,433388814,443918286,454618893,465515402,476608101,487923553,499508468,511336623,..
"Population, total",SP.POP.TOTL,Heavily indebted poor countries (HIPC),HPC,355762200,474935556,612731524,630127436,648053253,666488623,685401960,704745420,724482652,744602976,765112280,..
"Population, total",SP.POP.TOTL,High income,HIC,1037334467,1115010208,1190790909,1198787232,1204631343,1212058100,1219556921,1227211897,1234714041,1242137612,1249066228,..
"Population, total",SP.POP.TOTL,IBRD only,IBD,3471574806,3986056196,4385943475,4430022932,4474450995,4519551913,4564885065,4610015643,4654714482,4699231955,4743263932,..
"Population, total",SP.POP.TOTL,IDA & IBRD total,IBT,4313726002,5072466718,5727963757,5803571023,5880131377,5957668177,6036113018,6114993204,6194062653,6273584648,6353204601,..
"Population, total",SP.POP.TOTL,IDA blend,IDB,282899816,361050467,442179341,452947421,463997812,474993526,486261860,497751634,509396383,521159047,533023458,..
"Population, total",SP.POP.TOTL,IDA only,IDX,559251380,725360055,899840941,920600670,941682570,963122738,984966093,1007225927,1029951788,1053193646,1076917211,..
"Population, total",SP.POP.TOTL,IDA total,IDA,842151196,1086410522,1342020282,1373548091,1405680382,1438116264,1471227953,1504977561,1539348171,1574352693,1609940669,..
"Population, total",SP.POP.TOTL,Late-demographic dividend,LTE,1851248918,2047187331,2169773889,2182871640,2196130364,2209708504,2223457388,2237241890,2250812795,2264568981,2278227192,..
"Population, total",SP.POP.TOTL,Latin America & Caribbean,LCN,445044474,524829251,589349327,596478519,603537118,610547919,617495658,624335544,631062657,637663890,644137666,..
"Population, total",SP.POP.TOTL,Latin America & Caribbean (excluding high income),LAC,387713894,459908706,518406797,524870761,531283625,537645733,543940758,550149862,556257851,562254848,568136842,..
"Population, total",SP.POP.TOTL,Latin America & the Caribbean (IDA & IBRD countries),TLA,430014112,508826710,573125269,580246796,587315129,594330743,601277206,608136047,614891969,621534921,628059792,..
"Population, total",SP.POP.TOTL,Least developed countries: UN classification,LDC,510827576,664804763,828953320,848791962,869298106,890423474,912093996,934192321,956631108,979387925,1002485957,..
"Population, total",SP.POP.TOTL,Low & middle income,LMY,4250768747,5006672528,5658778430,5734082511,5810352625,5887499549,5965580605,6044110924,6122845409,6202019744,6281293921,..
"Population, total",SP.POP.TOTL,Low income,LIC,352473181,465631330,596172925,612274687,628504663,644901894,661550623,678572076,696058453,714022293,732448558,..
"Population, total",SP.POP.TOTL,Lower middle income,LMC,1881674731,2280235216,2640211692,2681264749,2722672277,2764105969,2805845772,2847559084,2889349899,2931075528,2972642807,..
"Population, total",SP.POP.TOTL,Middle East & North Africa,MEA,255989130,317129227,380192587,388376106,396573248,404783020,412953000,421030035,428974903,436738031,444322417,..
"Population, total",SP.POP.TOTL,Middle East & North Africa (excluding high income),MNA,227903820,280955290,329488935,335581557,341822043,348195697,354641044,361077997,367449306,373719055,379901782,..
"Population, total",SP.POP.TOTL,Middle East & North Africa (IDA & IBRD countries),TMN,225925572,278033137,325786717,331770455,337894992,344148796,350471538,356783315,363027163,369167489,375217005,..
"Population, total",SP.POP.TOTL,Middle income,MIC,3898295566,4541041198,5062605505,5121807824,5181847962,5242597655,5304029982,5365538848,5426786956,5487997451,5548845363,..
"Population, total",SP.POP.TOTL,North America,NAC,277473326,312993944,340465736,343408819,346051624,348808615,351451876,354223012,356937591,359735880,362492702,..
"Population, total",SP.POP.TOTL,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
"Population, total",SP.POP.TOTL,OECD members,OED,1072793105,1160068208,1237366149,1245479028,1251781641,1259608786,1267734036,1276165062,1284497900,1292855641,1300865255,..
"Population, total",SP.POP.TOTL,Other small states,OSS,17470899,20939372,25615419,26267053,26900149,27529595,28153079,28774019,29396503,30012500,30621014,..
"Population, total",SP.POP.TOTL,Pacific island small states,PSS,1694408,1964216,2184837,2214096,2242763,2271298,2300045,2329458,2358955,2388875,2419188,..
"Population, total",SP.POP.TOTL,Post-demographic dividend,PST,964601905,1020591853,1070107590,1075131208,1078064180,1082727404,1087610209,1092678876,1097735849,1102778565,1107374909,..
"Population, total",SP.POP.TOTL,Pre-demographic dividend,PRE,417158756,554097477,717959651,739082260,760942116,783505835,806705375,830442736,854646007,879292453,904399841,..
"Population, total",SP.POP.TOTL,Small states,SST,25186921,29434279,34739790,35465245,36171934,36875022,37572012,38266156,38960406,39646847,40324496,..
"Population, total",SP.POP.TOTL,South Asia,SAS,1133089464,1386625845,1607663899,1630806784,1653798614,1676615491,1699310450,1721847786,1744199944,1766393714,1788388852,..
"Population, total",SP.POP.TOTL,South Asia (IDA & IBRD),TSA,1133089464,1386625845,1607663899,1630806784,1653798614,1676615491,1699310450,1721847786,1744199944,1766393714,1788388852,..
"Population, total",SP.POP.TOTL,Sub-Saharan Africa,SSF,512177101,670649638,853953657,877628367,901989926,927039875,952734072,979017918,1005850049,1033212743,1061107721,..
"Population, total",SP.POP.TOTL,Sub-Saharan Africa (excluding high income),SSA,512107594,670568507,853866359,877538597,901902485,926951572,952644123,978926559,1005756630,1033118066,1061011878,..
"Population, total",SP.POP.TOTL,Sub-Saharan Africa (IDA & IBRD countries),TSS,512177101,670649638,853953657,877628367,901989926,927039875,952734072,979017918,1005850049,1033212743,1061107721,..
"Population, total",SP.POP.TOTL,Upper middle income,UMC,2016620835,2260805982,2422393813,2440543075,2459175685,2478491686,2498184210,2517979764,2537437057,2556921923,2576202556,..
"Population, total",SP.POP.TOTL,World,WLD,5288103214,6121682736,6849569339,6932869743,7014983968,7099557649,7185137526,7271322821,7357559450,7444157356,7530360149,..
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,Afghanistan,AFG,48.0414420177655,48.5695854971067,47.9094715742362,47.7981119229007,47.3432759316587,46.7391003369129,46.0337849029651,45.2873891645466,44.5319836732294,43.859524945037,43.2445594480913,..
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,Albania,ALB,32.6958720128333,30.2632312289996,23.1620162456732,22.4667363821086,21.4253522532007,20.4707882326229,19.5826415957914,18.7599181724029,18.0268746288507,17.7223966527563,17.3967053979831,..
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,Algeria,DZA,43.3377275028561,34.2723785469698,27.2946103509413,27.210448457633,27.4219342882932,27.6670881399267,27.963440569315,28.3036468938338,28.6530152543941,29.0052379384236,29.2848986287912,..
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,Angola,AGO,48.2853098495075,47.4395660487209,47.3396161794292,47.3062990660628,47.3625171433568,47.3568455719303,47.3033278278536,47.2109546692097,47.0803022544891,46.9596938070235,46.8078621435202,..
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,Antigua and Barbuda,ATG,31.2657430730479,29.5164146248086,27.0129620328913,26.5980710112929,26.1933367461006,25.7736858964423,25.355740922473,24.9476611883692,24.558910360978,24.219763675802,23.8942477355605,..
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,Argentina,ARG,30.6132108172326,27.984824752657,26.0530036625287,25.8737791575171,25.6997553753367,25.5716149414804,25.4668972735613,25.3478919949657,25.1959376536309,25.0586568015503,24.885314985026,..
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,Armenia,ARM,30.0438786772239,25.8111186256918,19.6332528325297,19.460739558567,19.4278651862006,19.4611096344731,19.5633053154492,19.7027066085843,19.8445636709577,19.9201932702775,20.0066542681158,..
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,Aruba,ABW,24.5474585270881,23.1792015673671,20.9476309226933,20.8736192939834,20.5334483062722,20.1048968092262,19.6148739666818,19.1309793342647,18.7030984943598,18.2413997061685,17.9111567107463,..
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,Australia,AUS,22.0890017980298,20.8667996060178,19.1310609852137,19.0159983262255,19.0149253558717,18.9565096149747,18.8807186158155,18.834835065612,18.8352673470043,18.8983035953804,19.0125412664356,..
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,Austria,AUT,16.9303163446574,16.8271478135089,14.9323455879173,14.7166647502856,14.5236731938008,14.3736319419626,14.2678375365567,14.1881592268007,14.1199611875432,14.0962544551354,14.0916103606762,..
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,Azerbaijan,AZE,33.2025040143481,31.1477246412264,23.2539932345085,22.8353481228862,22.6109917378232,22.5695491929393,22.6680829250616,22.8049792024661,22.9104826168674,23.1686980534223,23.2774386474648,..
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,"Bahamas, The",BHS,32.434382997316,29.3061197086173,23.3410172013436,22.5351410074495,22.1917897907073,21.7251417190133,21.2588802884106,20.9033176421949,20.6791990445613,20.4962784230329,20.4539648574341,..
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,Bahrain,BHR,32.690233117107,30.1411044606343,21.0565311059898,20.3115253751022,20.3517413001489,20.392749825606,20.4970157616137,20.6677357102717,20.8496524778493,20.2915299286893,19.7218381009042,..
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,Bangladesh,BGD,42.3332356016004,37.0605702516429,32.585714765403,32.114039029951,31.5457167072106,31.0059845542701,30.4821350325667,29.9562130561561,29.4218023094488,28.9008537261012,28.3699718474706,..
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,Barbados,BRB,24.0776728859256,21.9416928852276,20.0150824146228,19.9203058994381,19.7169646580019,19.5869808405988,19.5059272447957,19.4392787197629,19.3658366670537,19.2090415304074,19.0606854986893,..
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,Belarus,BLR,22.9210854308659,18.5302642775652,14.8255805066687,14.8455131392977,14.9907060252416,15.212395201299,15.5000547531771,15.8191309489205,16.1359349560584,16.4539355416358,16.7416499073016,..
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,Belgium,BEL,17.9260791737887,17.5658062953114,16.923047174615,16.8827412373583,16.9161895901447,16.9275547996806,16.935613753543,16.9594321714431,17.0041566486002,17.0312418699887,17.0949475980057,..
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,Belize,BLZ,43.459947108002,40.741564401674,36.3442052183774,35.6906544613318,34.9862694111643,34.343824342666,33.7235350004794,33.0943945589063,32.454187170181,31.9544139047401,31.420862013286,..
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,Benin,BEN,45.7908573191582,45.1387579084092,44.0137439956104,43.8460097710044,43.7447903465266,43.6034354456089,43.4320883774632,43.241650004394,43.0370901834653,42.8658596370335,42.6681318704918,..
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,Bhutan,BTN,43.8527397260274,41.3581065055736,31.3762320528289,30.5719441317903,29.9293729996894,29.2514811406078,28.577666050949,27.9596315529179,27.4178103242882,26.9365038576523,26.5499436609254,..
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,Bolivia,BOL,41.2889914652979,38.3160789264408,35.1123525271889,34.6859151047131,34.2672103936133,33.8197641098685,33.3554609767598,32.8933790903924,32.4452374214489,32.0322630241584,31.6396630352166,..
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,Bosnia and Herzegovina,BIH,24.1601175062542,20.7109607174014,16.1351436690875,15.7468504203559,15.6067245616199,15.3098788443616,14.9357045591414,14.6323810250247,14.4777332102928,14.2203345298702,14.1294153977583,..
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,Botswana,BWA,44.4392675294213,37.6105974518903,33.3455731200142,32.999316083551,32.6995684282315,32.4380000143588,32.2094313056053,31.9987844541088,31.791596675172,31.622923573276,31.4059540219954,..
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,Brazil,BRA,35.4596326688177,30.1202417715979,25.4087251746311,24.9017800230755,24.3996044667069,23.9107723160691,23.4323030254955,22.9648202890066,22.5102794150854,22.1362691046907,21.7471410415064,..
