Source1,Source2,Date,Mean,YearMonth,PCP,TAVG,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1923-11,0.03,192311,1.88,42.58,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1923-10,-0.13,192310,2.53,51.24,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1923-09,-0.28,192309,2.83,65.07,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1923-08,-0.3,192308,2.92,71.11,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1923-07,-0.29,192307,2.7,73.76,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1923-06,-0.24,192306,3.3,68.04,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1923-05,-0.33,192305,3.13,59.52,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1923-04,-0.38,192304,2.84,49.91,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1923-03,-0.32,192303,2.42,38.3,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1923-02,-0.37,192302,1.86,29.57,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1923-01,-0.27,192301,2.44,34.59,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1922-12,-0.17,192212,2.67,33.55,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1922-11,-0.17,192211,2.08,41.86,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1922-10,-0.33,192210,1.73,55.02,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1922-09,-0.29,192209,1.47,67.28,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1922-08,-0.31,192208,2.23,72.81,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1922-07,-0.27,192207,2.89,73,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1922-06,-0.32,192206,2.7,70.14,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1922-05,-0.34,192205,3.11,61.18,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1922-04,-0.22,192204,3.08,50.31,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1922-03,-0.13,192203,3.46,40.42,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1922-02,-0.44,192202,2.44,31.95,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1922-01,-0.34,192201,2.03,26.8,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1921-12,-0.18,192112,2.24,35.08,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1921-11,-0.16,192111,2.41,42.58,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1921-10,-0.06,192110,1.46,55.35,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1921-09,-0.16,192109,2.57,66.54,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1921-08,-0.24,192108,2.6,72.03,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1921-07,-0.16,192107,2.86,74.66,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1921-06,-0.31,192106,2.9,70.36,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1921-05,-0.36,192105,2.55,60.1,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1921-04,-0.36,192104,2.79,51.01,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1921-03,-0.28,192103,2.52,46.63,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1921-02,-0.21,192102,1.77,36.9,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1921-01,-0.04,192101,2.11,34.36,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1920-12,-0.47,192012,2.75,33.13,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1920-11,-0.33,192011,2.26,39.7,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1920-10,-0.29,192010,2.17,54.63,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1920-09,-0.2,192009,2.44,65.44,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1920-08,-0.29,192008,3.4,70.63,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1920-07,-0.32,192007,2.7,72.7,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1920-06,-0.33,192006,2.89,67.37,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1920-05,-0.26,192005,2.79,59.31,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1920-04,-0.26,192004,3.3,46.78,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1920-03,-0.08,192003,2.78,40.28,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1920-02,-0.22,192002,1.61,33.69,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1920-01,-0.15,192001,2.21,29.23,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1919-12,-0.35,191912,1.81,28.78,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1919-11,-0.29,191911,2.8,39.31,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1919-10,-0.16,191910,3.45,52.59,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1919-09,-0.17,191909,2.34,65.64,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1919-08,-0.19,191908,2.48,72.27,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1919-07,-0.21,191907,3.04,74.35,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1919-06,-0.28,191906,2.97,69.3,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1919-05,-0.2,191905,3.2,60.03,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1919-04,-0.17,191904,2.41,51.35,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1919-03,-0.25,191903,2.71,40.89,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1919-02,-0.19,191902,2.64,32.25,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1919-01,-0.21,191901,1.91,31.82,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1918-12,-0.3,191812,2.66,34.45,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1918-11,-0.16,191811,2.32,40.51,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1918-10,-0.03,191810,2.92,56.17,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1918-09,-0.14,191809,2.44,61.92,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1918-08,-0.26,191808,2.47,72.5,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1918-07,-0.22,191807,2.33,72.45,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1918-06,-0.28,191806,2.25,71.15,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1918-05,-0.37,191805,2.59,60.8,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1918-04,-0.4,191804,2.82,49.03,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1918-03,-0.21,191803,1.85,45.75,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1918-02,-0.33,191802,1.72,33.82,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1918-01,-0.44,191801,2.41,23.86,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1917-12,-0.71,191712,1.66,29.64,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1917-11,-0.29,191711,0.95,43.54,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1917-10,-0.35,191710,1.38,50.41,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1917-09,-0.18,191709,2.17,64.09,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1917-08,-0.26,191708,2.44,71.02,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1917-07,-0.23,191707,2.51,74.61,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1917-06,-0.4,191706,2.44,66.97,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1917-05,-0.48,191705,2.64,55.13,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1917-04,-0.38,191704,2.68,48.63,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1917-03,-0.47,191703,2.48,38.35,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1917-02,-0.53,191702,1.81,30.09,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1917-01,-0.46,191701,2.19,28.27,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1916-12,-0.78,191612,2.18,28.94,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1916-11,-0.42,191611,1.51,40.23,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1916-10,-0.28,191610,2.1,52.14,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1916-09,-0.29,191609,1.98,63.5,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1916-08,-0.27,191608,2.53,71.82,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1916-07,-0.34,191607,3.22,74.28,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1916-06,-0.44,191606,3.24,66.31,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1916-05,-0.27,191605,2.88,59.31,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1916-04,-0.25,191604,2.09,50.25,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1916-03,-0.31,191603,2.13,42.15,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1916-02,-0.23,191602,1.77,33.03,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1916-01,-0.2,191601,3.79,28.22,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1915-12,-0.25,191512,2.63,33.17,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1915-11,-0.12,191511,2.1,43.11,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1915-10,-0.22,191510,1.85,55.35,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1915-09,-0.12,191509,2.77,64.42,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1915-08,-0.15,191508,3.43,70.16,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1915-07,-0.03,191507,3.57,71.01,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1915-06,-0.16,191506,3.18,66.07,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1915-05,-0.01,191505,3.89,58.17,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1915-04,0.07,191504,2.32,54.57,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1915-03,-0.08,191503,1.51,36.95,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1915-02,-0.01,191502,2.77,35.94,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1915-01,-0.2,191501,2.75,28.44,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1914-12,-0.1,191412,2.5,26.78,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1914-11,-0.2,191411,1.51,43.41,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1914-10,-0.05,191410,2.51,55.24,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1914-09,-0.13,191409,2.18,64.58,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1914-08,-0.15,191408,3.17,71.69,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1914-07,-0.24,191407,2.45,74.08,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1914-06,-0.22,191406,2.85,69.35,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1914-05,-0.19,191405,2.48,61.14,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1914-04,-0.28,191404,2.73,51.04,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1914-03,-0.23,191403,1.85,40.75,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1914-02,-0.13,191402,2.08,29.52,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1914-01,0.02,191401,2.5,34.5,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1913-12,-0.04,191312,2.31,33.33,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1913-11,-0.18,191311,2.31,45.12,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1913-10,-0.34,191310,2.52,51.64,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1913-09,-0.32,191309,3.13,63.64,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1913-08,-0.32,191308,1.9,73.36,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1913-07,-0.34,191307,2.64,73,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1913-06,-0.46,191306,2.71,68.22,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1913-05,-0.45,191305,2.51,60.13,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1913-04,-0.36,191304,2.05,51.39,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1913-03,-0.44,191303,2.99,38.71,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1913-02,-0.44,191302,1.9,29.5,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1913-01,-0.41,191301,2.87,30.47,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1912-12,-0.42,191212,2.1,32.95,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1912-11,-0.38,191211,1.52,42.21,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1912-10,-0.55,191210,2.13,53.17,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1912-09,-0.47,191209,2.51,62.73,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1912-08,-0.51,191208,3.05,70.12,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1912-07,-0.41,191207,2.99,72.25,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1912-06,-0.26,191206,2.71,66.7,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1912-05,-0.2,191205,2.89,60.48,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1912-04,-0.2,191204,3.34,50.58,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1912-03,-0.37,191203,3.39,35.76,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1912-02,-0.13,191202,1.9,31.08,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1912-01,-0.27,191201,1.95,24.76,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1911-12,-0.25,191112,2.95,32.2,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1911-11,-0.2,191111,2.11,37.27,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1911-10,-0.26,191110,2.49,52.66,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1911-09,-0.38,191109,2.75,66.09,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1911-08,-0.43,191108,3.06,70.9,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1911-07,-0.41,191107,2.86,72.68,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1911-06,-0.47,191106,2.2,70.75,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1911-05,-0.51,191105,1.97,61.21,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1911-04,-0.55,191104,2.85,50,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1911-03,-0.62,191103,1.71,44.02,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1911-02,-0.6,191102,2.13,33.66,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1911-01,-0.64,191101,2.44,32.9,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1910-12,-0.69,191012,1.69,31.93,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1910-11,-0.56,191011,1.76,41.13,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1910-10,-0.39,191010,2.04,55.62,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1910-09,-0.37,191009,2.17,65.68,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1910-08,-0.34,191008,2.25,71.11,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1910-07,-0.31,191007,2.59,74.12,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1910-06,-0.36,191006,2.48,68.29,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1910-05,-0.34,191005,2.59,59.22,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1910-04,-0.39,191004,2.06,53.62,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1910-03,-0.47,191003,1.02,49.44,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1910-02,-0.43,191002,2.11,29.3,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1910-01,-0.44,191001,2.15,29.61,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1909-12,-0.55,190912,2.6,25.61,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1909-11,-0.31,190911,2.95,45.03,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1909-10,-0.39,190910,1.54,52.88,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1909-09,-0.37,190909,2.28,64.4,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1909-08,-0.3,190908,2.41,72.93,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1909-07,-0.43,190907,3.03,72.63,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1909-06,-0.52,190906,3.23,68.94,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1909-05,-0.54,190905,3.04,58.14,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1909-04,-0.59,190904,2.28,48.96,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1909-03,-0.52,190903,2.21,40.35,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1909-02,-0.47,190902,2.88,35.02,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1909-01,-0.7,190901,2.74,32.31,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1908-12,-0.5,190812,1.73,33.31,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1908-11,-0.51,190811,1.67,42.53,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1908-10,-0.43,190810,2.03,51.76,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1908-09,-0.33,190809,1.83,65.59,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1908-08,-0.45,190808,2.88,70.68,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1908-07,-0.35,190807,3.01,73.18,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1908-06,-0.39,190806,3.02,66.92,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1908-05,-0.4,190805,4.13,58.82,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1908-04,-0.46,190804,2.69,52.75,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1908-03,-0.58,190803,2.18,43.92,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1908-02,-0.36,190802,2.81,33.01,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1908-01,-0.46,190801,1.82,32.45,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1907-12,-0.5,190712,2.69,34.7,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1907-11,-0.51,190711,2.25,40.82,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1907-10,-0.24,190710,2.03,53.78,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1907-09,-0.32,190709,2.51,64.22,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1907-08,-0.37,190708,2.55,70.79,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1907-07,-0.35,190707,3,72.52,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1907-06,-0.43,190706,3.12,65.7,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1907-05,-0.46,190705,3.45,55.89,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1907-04,-0.4,190704,2.32,47.53,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1907-03,-0.25,190703,2.45,45.7,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1907-02,-0.53,190702,1.82,35.46,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1907-01,-0.44,190701,2.75,30.69,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1906-12,-0.18,190612,2.88,34.97,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1906-11,-0.38,190611,2.49,40.44,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1906-10,-0.2,190610,2.08,52.54,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1906-09,-0.25,190609,2.91,66.25,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1906-08,-0.19,190608,3.39,71.85,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1906-07,-0.27,190607,3.3,72.36,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1906-06,-0.22,190606,3.04,67.32,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1906-05,-0.21,190605,3.16,59.58,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1906-04,-0.02,190604,2.08,52.72,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1906-03,-0.15,190603,3.26,36.1,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1906-02,-0.34,190602,1.72,33.69,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1906-01,-0.31,190601,2.53,32.88,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1905-12,-0.21,190512,2.3,30.99,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1905-11,-0.08,190511,2.19,42.24,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1905-10,-0.23,190510,2.17,51.64,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1905-09,-0.15,190509,2.57,65.95,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1905-08,-0.21,190508,2.54,72.37,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1905-07,-0.25,190507,3.52,71.98,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1905-06,-0.31,190506,3.3,68,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1905-05,-0.33,190505,3.74,59.14,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1905-04,-0.36,190504,2.8,50.49,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1905-03,-0.25,190503,2.94,45.12,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1905-02,-0.59,190502,2.35,26.94,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1905-01,-0.38,190501,2.18,27.1,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1904-12,-0.29,190412,2.16,32.02,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1904-11,-0.16,190411,1.02,43.14,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1904-10,-0.35,190410,1.66,53.92,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1904-09,-0.47,190409,2.33,64.96,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1904-08,-0.43,190408,2.69,70.72,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1904-07,-0.48,190407,2.93,71.35,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1904-06,-0.49,190406,3.11,67.26,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1904-05,-0.5,190405,2.59,60.13,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1904-04,-0.5,190404,2.12,49.46,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1904-03,-0.46,190403,3.1,41.76,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1904-02,-0.55,190402,2.43,31.59,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1904-01,-0.64,190401,1.81,27.55,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1903-12,-0.47,190312,1.44,30.54,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1903-11,-0.38,190311,1.83,40.23,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1903-10,-0.42,190310,1.77,53.94,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1903-09,-0.43,190309,2.12,62.73,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1903-08,-0.44,190308,3.04,70.97,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1903-07,-0.3,190307,2.97,71.92,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1903-06,-0.44,190306,2.88,65.89,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1903-05,-0.41,190305,3.01,59.54,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1903-04,-0.39,190304,1.99,50.22,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1903-03,-0.23,190303,3.01,42.21,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1903-02,-0.06,190302,3.03,28.42,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1903-01,-0.27,190301,2.27,30.88,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1902-12,-0.46,190212,2.93,30.79,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1902-11,-0.36,190211,2.99,43.68,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1902-10,-0.27,190210,1.93,54.43,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1902-09,-0.2,190209,2.74,62.76,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1902-08,-0.28,190208,2.3,71.37,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1902-07,-0.26,190207,3.09,72.05,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1902-06,-0.34,190206,2.89,68.04,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1902-05,-0.31,190205,3,61.99,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1902-04,-0.27,190204,1.85,50.85,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1902-03,-0.29,190203,2.9,41.58,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1902-02,-0.03,190202,2.56,31.46,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1902-01,-0.19,190201,1.45,30.06,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1901-12,-0.3,190112,2.6,31.48,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1901-11,-0.17,190111,1.45,41.68,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1901-10,-0.29,190110,1.51,55.45,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1901-09,-0.17,190109,2.58,63.25,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1901-08,-0.13,190108,2.97,73.2,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1901-07,-0.09,190107,2.32,76.24,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1901-06,-0.1,190106,2.6,68.43,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1901-05,-0.18,190105,2.66,61.18,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1901-04,-0.06,190104,2.53,49.39,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1901-03,0.05,190103,2.29,40.71,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1901-02,-0.05,190102,2.13,29.86,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1901-01,-0.3,190101,1.99,31.62,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1900-12,-0.14,190012,1.66,34.48,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1900-11,-0.13,190011,2.37,41.54,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1900-10,0.08,190010,2.75,56.35,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1900-09,0.01,190009,2.93,65.14,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1900-08,-0.04,190008,2.42,72.86,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1900-07,-0.09,190007,3.07,73.13,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1900-06,-0.15,190006,3.03,70.3,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1900-05,-0.06,190005,2.45,61.74,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1900-04,-0.14,190004,3.41,51.6,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1900-03,0.02,190003,2.28,41.27,
